file_size_kb,created_date,modified_date,accessed_date,software_used,author,resolution_dpi,label
529.6120277064576,2023-09-19 00:00:00,2023-12-16 00:00:00,2023-09-13 00:00:00,Adobe Photoshop,Alice,288.8762551610867,0
526.1055272179889,2023-03-14 00:00:00,2023-09-11 00:00:00,2023-08-15 00:00:00,Adobe Photoshop,Charlie,402.3431097859779,0
500.5113456642461,2023-12-25 00:00:00,2023-04-28 00:00:00,2023-08-24 00:00:00,Adobe Photoshop,David,266.2532990604724,0
476.5412866624853,2023-08-11 00:00:00,2023-07-17 00:00:00,2023-12-27 00:00:00,MS Word,David,279.84620054674843,0
358.46292579495855,2023-02-10 00:00:00,2023-12-03 00:00:00,2023-01-13 00:00:00,MS Word,Charlie,399.5776651102367,0
457.9354677234641,2023-07-23 00:00:00,2023-12-31 00:00:00,2023-07-29 00:00:00,Adobe Photoshop,Charlie,258.39693475750715,0
465.72854834732306,2023-09-21 00:00:00,2023-02-20 00:00:00,2023-08-17 00:00:00,Adobe Photoshop,David,272.49423585317305,0
419.7722730778381,2023-11-24 00:00:00,2023-09-02 00:00:00,2023-04-10 00:00:00,MS Word,Charlie,292.6487288284575,0
483.8714288333991,2023-06-27 00:00:00,2023-02-04 00:00:00,2023-01-31 00:00:00,GIMP,Bob,342.03672410647744,0
540.4050856814538,2023-12-14 00:00:00,2023-10-29 00:00:00,2023-01-16 00:00:00,VLC Media Player,Alice,310.3901253676657,0
688.618590121053,2023-11-14 00:00:00,2023-03-10 00:00:00,2023-05-17 00:00:00,VLC Media Player,David,235.36873264238687,0
517.4577812831839,2023-03-25 00:00:00,2023-12-15 00:00:00,2023-11-25 00:00:00,Adobe Photoshop,Charlie,273.3915718436405,0
525.7550390722764,2023-11-14 00:00:00,2023-11-16 00:00:00,2023-06-15 00:00:00,GIMP,Bob,269.6322783393894,0
492.5554084233833,2023-04-21 00:00:00,2023-02-18 00:00:00,2023-11-06 00:00:00,MS Word,David,296.1389477388477,0
308.1228784700958,2023-09-08 00:00:00,2023-03-15 00:00:00,2023-04-10 00:00:00,Adobe Photoshop,Charlie,321.2921829314915,0
497.3486124550783,2023-01-07 00:00:00,2023-07-11 00:00:00,2023-04-19 00:00:00,GIMP,David,320.9102877943986,0
506.02302099410264,2023-03-25 00:00:00,2023-09-18 00:00:00,2023-12-09 00:00:00,GIMP,Charlie,211.1994122975799,0
746.3242112485286,2023-07-27 00:00:00,2023-12-22 00:00:00,2023-06-22 00:00:00,GIMP,David,353.1970493780428,0
480.76390352188776,2023-11-10 00:00:00,2023-03-11 00:00:00,2023-08-25 00:00:00,MS Word,Bob,312.6284422998312,0
530.1547342333613,2023-01-22 00:00:00,2023-03-31 00:00:00,2023-06-11 00:00:00,MS Word,Bob,369.2266023796953,0
496.5288230294757,2023-01-03 00:00:00,2023-09-17 00:00:00,2023-08-04 00:00:00,VLC Media Player,Alice,322.20991636453357,0
383.1321962380468,2023-05-07 00:00:00,2023-05-06 00:00:00,2023-09-21 00:00:00,VLC Media Player,David,355.0661478867881,0
614.2822814515021,2023-10-24 00:00:00,2023-08-19 00:00:00,2023-09-20 00:00:00,GIMP,Alice,323.32726557250635,0
575.1933032686774,2023-07-07 00:00:00,2023-10-22 00:00:00,2023-10-19 00:00:00,GIMP,David,367.3112878101374,0
579.1031947043047,2023-12-28 00:00:00,2023-05-09 00:00:00,2023-10-01 00:00:00,MS Word,Charlie,326.1125318008889,0
409.0612545205261,2023-01-14 00:00:00,2023-10-07 00:00:00,2023-01-03 00:00:00,VLC Media Player,Charlie,295.10423767785477,0
640.2794310936099,2023-01-12 00:00:00,2023-11-09 00:00:00,2023-01-28 00:00:00,GIMP,Alice,413.62173602234407,0
359.8148937207719,2023-03-28 00:00:00,2023-04-10 00:00:00,2023-11-22 00:00:00,VLC Media Player,David,344.4518561139946,0
558.685709380027,2023-01-12 00:00:00,2023-11-22 00:00:00,2023-05-29 00:00:00,VLC Media Player,Alice,328.68722105022067,0
719.0455625809979,2023-01-25 00:00:00,2023-10-24 00:00:00,2023-01-28 00:00:00,GIMP,Bob,236.1847791730832,0
400.94636748693114,2023-10-28 00:00:00,2023-07-01 00:00:00,2023-11-06 00:00:00,MS Word,Alice,235.5846191268231,0
443.3702270397228,2023-08-31 00:00:00,2023-06-23 00:00:00,2023-03-06 00:00:00,GIMP,Alice,314.6357741070927,0
509.96513650876415,2023-05-02 00:00:00,2023-11-12 00:00:00,2023-12-22 00:00:00,GIMP,Charlie,307.276059888412,0
449.65243458838006,2023-05-27 00:00:00,2023-12-30 00:00:00,2023-01-21 00:00:00,VLC Media Player,Alice,269.2938717495842,0
344.93365689338674,2023-02-24 00:00:00,2023-07-07 00:00:00,2023-09-09 00:00:00,GIMP,David,307.049134980603,0
506.85629748060273,2023-08-26 00:00:00,2023-02-26 00:00:00,2023-08-23 00:00:00,MS Word,Charlie,379.43134640217977,0
393.7696286273895,2023-12-22 00:00:00,2023-01-31 00:00:00,2023-08-15 00:00:00,GIMP,Alice,334.77012372751494,0
547.3592430635182,2023-06-22 00:00:00,2023-03-25 00:00:00,2023-01-13 00:00:00,MS Word,Bob,242.94957451236309,0
408.0575765766197,2023-08-09 00:00:00,2023-06-01 00:00:00,2023-11-09 00:00:00,MS Word,Alice,294.4245586428528,0
654.993440501754,2023-04-29 00:00:00,2023-02-05 00:00:00,2023-02-18 00:00:00,VLC Media Player,Alice,259.75167595737196,0
421.67467076637627,2023-11-05 00:00:00,2023-08-01 00:00:00,2023-04-28 00:00:00,Adobe Photoshop,Alice,280.61500417957194,0
467.79384837943246,2023-07-02 00:00:00,2023-12-30 00:00:00,2023-02-23 00:00:00,Adobe Photoshop,Charlie,279.31921671851785,0
581.351721736967,2023-10-15 00:00:00,2023-04-16 00:00:00,2023-05-18 00:00:00,VLC Media Player,David,276.11772086979977,0
376.91356835660446,2023-11-03 00:00:00,2023-12-08 00:00:00,2023-02-22 00:00:00,GIMP,Bob,237.24323140133026,0
522.7459934604129,2023-10-27 00:00:00,2023-08-08 00:00:00,2023-02-13 00:00:00,VLC Media Player,Alice,293.6172659240905,0
630.7142754282428,2023-03-23 00:00:00,2023-06-12 00:00:00,2023-10-30 00:00:00,MS Word,David,271.9696181576345,0
339.25167654387724,2023-07-30 00:00:00,2023-08-08 00:00:00,2023-02-22 00:00:00,Adobe Photoshop,David,153.5275654998866,0
518.4633858532304,2023-05-30 00:00:00,2023-09-27 00:00:00,2023-03-15 00:00:00,VLC Media Player,Charlie,402.64860122508315,0
525.9882794248424,2023-02-06 00:00:00,2023-04-30 00:00:00,2023-02-15 00:00:00,GIMP,Bob,354.4384827108336,0
578.182287177731,2023-12-18 00:00:00,2023-12-02 00:00:00,2023-01-13 00:00:00,VLC Media Player,Charlie,281.1849637537502,0
376.3049289121918,2023-11-08 00:00:00,2023-07-01 00:00:00,2023-06-14 00:00:00,Adobe Photoshop,David,300.9409524870299,0
367.9543386915724,2023-12-27 00:00:00,2023-04-16 00:00:00,2023-04-12 00:00:00,VLC Media Player,David,241.4172826341219,0
552.1941565616897,2023-02-28 00:00:00,2023-08-05 00:00:00,2023-10-07 00:00:00,VLC Media Player,David,384.78614389054326,0
529.6984673233186,2023-05-11 00:00:00,2023-07-24 00:00:00,2023-09-15 00:00:00,Adobe Photoshop,Charlie,394.8644347386556,0
525.0492850345877,2023-07-21 00:00:00,2023-03-11 00:00:00,2023-12-03 00:00:00,MS Word,Bob,307.8346864123262,0
534.6448209496975,2023-08-31 00:00:00,2023-02-13 00:00:00,2023-12-22 00:00:00,MS Word,Alice,351.17653220926724,0
431.99752784215093,2023-02-04 00:00:00,2023-11-25 00:00:00,2023-05-18 00:00:00,Adobe Photoshop,Charlie,308.76433894669617,0
523.2253697161003,2023-04-03 00:00:00,2023-10-28 00:00:00,2023-06-12 00:00:00,VLC Media Player,David,233.16372805620347,0
529.3072473298681,2023-07-26 00:00:00,2023-08-16 00:00:00,2023-04-21 00:00:00,Adobe Photoshop,Charlie,279.4088315518171,0
428.5648581973632,2023-12-19 00:00:00,2023-07-03 00:00:00,2023-04-12 00:00:00,MS Word,David,306.59639833859785,0
686.5774511144757,2023-11-28 00:00:00,2023-04-17 00:00:00,2023-01-17 00:00:00,GIMP,Alice,277.2726140628278,0
547.3832920911788,2023-11-01 00:00:00,2023-03-25 00:00:00,2023-09-25 00:00:00,VLC Media Player,Alice,289.0673361282482,0
380.86965027973514,2023-12-16 00:00:00,2023-12-04 00:00:00,2023-07-01 00:00:00,MS Word,Bob,295.4300221245442,0
565.655360863383,2023-08-01 00:00:00,2023-09-07 00:00:00,2023-01-24 00:00:00,VLC Media Player,David,295.9560751067269,0
402.53183297726787,2023-06-08 00:00:00,2023-12-29 00:00:00,2023-01-29 00:00:00,Adobe Photoshop,Bob,302.6129245248742,0
578.7084603742452,2023-01-24 00:00:00,2023-01-21 00:00:00,2023-06-20 00:00:00,GIMP,Bob,246.96974668016995,0
615.8595579007404,2023-10-20 00:00:00,2023-07-15 00:00:00,2023-08-16 00:00:00,Adobe Photoshop,Alice,264.1491925436032,0
417.93176816482895,2023-01-04 00:00:00,2023-06-27 00:00:00,2023-07-07 00:00:00,GIMP,Charlie,235.77078671500152,0
596.3376129244322,2023-08-08 00:00:00,2023-01-07 00:00:00,2023-12-12 00:00:00,VLC Media Player,Charlie,348.89077748431004,0
541.2780926936498,2023-12-30 00:00:00,2023-03-11 00:00:00,2023-08-18 00:00:00,VLC Media Player,Bob,194.71765290798376,0
582.206015999449,2023-01-20 00:00:00,2023-05-07 00:00:00,2023-11-17 00:00:00,Adobe Photoshop,Alice,357.6795171658463,0
689.6792982653948,2023-06-01 00:00:00,2023-06-09 00:00:00,2023-12-06 00:00:00,GIMP,David,369.3174698631422,0
475.46118839971297,2023-02-19 00:00:00,2023-09-05 00:00:00,2023-04-29 00:00:00,GIMP,Charlie,284.89097065086895,0
424.62638356425106,2023-06-26 00:00:00,2023-07-22 00:00:00,2023-06-05 00:00:00,VLC Media Player,Bob,169.84314560863507,0
411.04855703744767,2023-04-06 00:00:00,2023-05-28 00:00:00,2023-09-29 00:00:00,Adobe Photoshop,Charlie,281.93447190163545,0
418.4189715034562,2023-04-15 00:00:00,2023-05-23 00:00:00,2023-06-24 00:00:00,GIMP,Charlie,296.790791935559,0
492.2898290585896,2023-09-07 00:00:00,2023-07-18 00:00:00,2023-04-14 00:00:00,VLC Media Player,David,249.4700890035543,0
534.1151974816644,2023-04-27 00:00:00,2023-06-03 00:00:00,2023-04-02 00:00:00,MS Word,Alice,274.23908030958785,0
527.6690799330019,2023-12-20 00:00:00,2023-05-22 00:00:00,2023-07-05 00:00:00,Adobe Photoshop,David,376.5097599431676,0
582.7183249036024,2023-08-16 00:00:00,2023-11-09 00:00:00,2023-10-10 00:00:00,MS Word,Alice,333.24635811508705,0
501.3001891877907,2023-03-07 00:00:00,2023-06-14 00:00:00,2023-06-30 00:00:00,Adobe Photoshop,Charlie,253.77179428109503,0
645.3534077157317,2023-12-01 00:00:00,2023-11-10 00:00:00,2023-06-19 00:00:00,VLC Media Player,Bob,220.1200415202284,0
473.5343166762044,2023-09-19 00:00:00,2023-01-21 00:00:00,2023-07-06 00:00:00,GIMP,David,283.6491341195115,0
772.0169166589619,2023-10-22 00:00:00,2023-03-23 00:00:00,2023-06-24 00:00:00,GIMP,Alice,289.3271610324781,0
562.5667347765007,2023-08-31 00:00:00,2023-03-10 00:00:00,2023-08-10 00:00:00,GIMP,Charlie,324.80995936816583,0
414.2842443583717,2023-07-05 00:00:00,2023-05-11 00:00:00,2023-08-21 00:00:00,Adobe Photoshop,Alice,273.23416437161706,0
392.91075019388876,2023-09-03 00:00:00,2023-03-28 00:00:00,2023-06-11 00:00:00,VLC Media Player,Alice,325.57497876809305,0
548.2472415243185,2023-05-05 00:00:00,2023-08-06 00:00:00,2023-05-14 00:00:00,MS Word,Alice,396.75770200301145,0
477.6537214674149,2023-09-25 00:00:00,2023-11-01 00:00:00,2023-08-12 00:00:00,VLC Media Player,Charlie,340.77505112221314,0
571.4000494092091,2023-05-11 00:00:00,2023-12-11 00:00:00,2023-06-02 00:00:00,MS Word,Bob,297.59557463346135,0
547.3237624573545,2023-08-25 00:00:00,2023-12-07 00:00:00,2023-02-02 00:00:00,Adobe Photoshop,Bob,290.8424764473353,0
492.7171087343127,2023-01-18 00:00:00,2023-06-10 00:00:00,2023-02-24 00:00:00,Adobe Photoshop,Bob,282.16634329100646,0
415.3206281931595,2023-02-09 00:00:00,2023-06-27 00:00:00,2023-01-07 00:00:00,MS Word,Alice,359.0320456226072,0
348.5152775314135,2023-01-21 00:00:00,2023-04-27 00:00:00,2023-09-01 00:00:00,MS Word,Charlie,268.63432770243486,0
455.3485047932979,2023-08-13 00:00:00,2023-07-15 00:00:00,2023-11-09 00:00:00,MS Word,Alice,302.26113544999913,0
585.6398794323472,2023-12-21 00:00:00,2023-11-23 00:00:00,2023-05-06 00:00:00,VLC Media Player,Bob,302.55989509405424,0
521.4093744130204,2023-10-09 00:00:00,2023-03-27 00:00:00,2023-01-12 00:00:00,MS Word,Bob,274.9107903594234,0
375.4261221288012,2023-01-08 00:00:00,2023-10-16 00:00:00,2023-01-16 00:00:00,Adobe Photoshop,Charlie,231.37672260579495,0
517.3180925851182,2023-04-10 00:00:00,2023-03-22 00:00:00,2023-07-27 00:00:00,Adobe Photoshop,Alice,316.14872518088345,0
538.5317379728837,2023-08-28 00:00:00,2023-06-01 00:00:00,2023-02-12 00:00:00,GIMP,David,296.94980140723084,0
411.6142563798867,2023-03-28 00:00:00,2023-03-02 00:00:00,2023-05-15 00:00:00,MS Word,David,325.0120234718285,0
515.3725105945528,2023-10-25 00:00:00,2023-03-02 00:00:00,2023-08-16 00:00:00,VLC Media Player,Bob,273.31998467804164,0
505.8208718446,2023-01-14 00:00:00,2023-12-20 00:00:00,2023-04-21 00:00:00,VLC Media Player,Charlie,361.0410649406524,0
385.7029702169377,2023-11-30 00:00:00,2023-01-28 00:00:00,2023-11-03 00:00:00,VLC Media Player,Alice,256.16131093940777,0
535.7787360348283,2023-01-02 00:00:00,2023-02-12 00:00:00,2023-06-09 00:00:00,GIMP,Alice,385.60201420089464,0
556.0784526368234,2023-10-20 00:00:00,2023-06-18 00:00:00,2023-11-27 00:00:00,Adobe Photoshop,Bob,212.61817450858692,0
608.3051243175277,2023-11-21 00:00:00,2023-03-27 00:00:00,2023-09-21 00:00:00,VLC Media Player,Bob,321.73850322784455,0
605.3802052034903,2023-02-10 00:00:00,2023-06-26 00:00:00,2023-08-13 00:00:00,Adobe Photoshop,Alice,323.7715341263312,0
362.2330632042909,2023-11-14 00:00:00,2023-01-17 00:00:00,2023-08-05 00:00:00,GIMP,Alice,260.2221466029559,0
